lemma,count,POS,reason
जिघांस्,7,part,no exact MW headword
जिघांस्,7,verb,no exact MW headword
जोहव्,7,verb,no exact MW headword
ज्यैष्ठ्य,7,noun,no exact MW headword
त्रिविष्टप,7,noun,no exact MW headword
दिशागज,7,noun,no exact MW headword
दीदी,7,verb,no exact MW headword
दीपय्,7,part,no exact MW headword
नमय्,7,part,no exact MW headword
नमस्यन्ति,7,,no exact MW headword
नाध्,7,part,no exact MW headword
निकृत्,7,verb,no exact MW headword
निर्यातय्,7,part,no exact MW headword
निष्कासय्,7,indecl,no exact MW headword
नोनाव्,7,verb,no exact MW headword
परिपूरय्,7,part,no exact MW headword
परिप्रच्छ्,7,part,no exact MW headword
परिवर्तय्,7,part,no exact MW headword
परिवेष्टय्,7,indecl,no exact MW headword
पुलकित,7,noun,no exact MW headword
पूरय्,7,indecl,no exact MW headword
पौर्णमासी,7,noun,no exact MW headword
प्रगा,7,verb,no exact MW headword
प्रच्छादय्,7,indecl,no exact MW headword
प्रज्ञपय्,7,part,no exact MW headword
प्रतिपूजय्,7,part,no exact MW headword
प्रतिबोधय्,7,part,no exact MW headword
प्रतियुध्,7,verb,no exact MW headword
प्रतिस्तम्भ्,7,part,no exact MW headword
प्रवासय्,7,part,no exact MW headword
बस्त,7,noun,no exact MW headword
मानय्,7,verb,no exact MW headword
रथिन्,7,noun,no exact MW headword
रोषय्,7,part,no exact MW headword
लेण्ड,7,noun,no exact MW headword
लोभय्,7,part,no exact MW headword
वातापि,7,noun,no exact MW headword
वादय्,7,verb,no exact MW headword
विक्षन्,7,part,no exact MW headword
विचारय्,7,part,no exact MW headword
विचारय्,7,verb,no exact MW headword
विज्ञपय्,7,part,no exact MW headword
वितृ,7,verb,no exact MW headword
विध्वंसय्,7,part,no exact MW headword
विध्वंसय्,7,verb,no exact MW headword
विभावय्,7,part,no exact MW headword
विभावय्,7,verb,no exact MW headword
विशोधय्,7,part,no exact MW headword
व्यवसा,7,part,no exact MW headword
शिरोधरा,7,noun,no exact MW headword
शृ,7,part,no exact MW headword
संप्रेषय्,7,verb,no exact MW headword
संवर्धय्,7,part,no exact MW headword
सखीय्,7,part,no exact MW headword
समुदाहृ,7,part,no exact MW headword
समुदीरय्,7,part,no exact MW headword
सम्प्रकास्,7,verb,no exact MW headword
सम्भावय्,7,verb,no exact MW headword
स्रग्विन्,7,noun,no exact MW headword
(स्था1_णिच्,6,part,no exact MW headword
अङ्गुलीयक,6,noun,no exact MW headword
अचिन्तयत्,6,noun,no exact MW headword
अतिपातन,6,noun,no exact MW headword
अधिविद्,6,part,no exact MW headword
अनुचिन्तय्,6,part,no exact MW headword
अपवाहय्,6,verb,no exact MW headword
अपसारय्,6,part,no exact MW headword
अभिप्रलम्ब्,6,part,no exact MW headword
अभिषेचय्,6,part,no exact MW headword
अवतारय्,6,indecl,no exact MW headword
अवतारय्,6,verb,no exact MW headword
अवभासय्,6,part,no exact MW headword
अवमानय्,6,part,no exact MW headword
आनायय्,6,verb,no exact MW headword
आवर्तय्,6,verb,no exact MW headword
आवाहय्,6,verb,no exact MW headword
आहितक,6,noun,no exact MW headword
उत्कण्ठ्,6,part,no exact MW headword
उपगुह्,6,part,no exact MW headword
उपजापय्,6,verb,no exact MW headword
उपनीवि,6,indecl,no exact MW headword
उपलक्षय्,6,part,no exact MW headword
उपलिङ्गन,6,noun,no exact MW headword
उपस्थापय्,6,part,no exact MW headword
उपस्थापय्,6,verb,no exact MW headword
ऋक्षरजस्,6,noun,no exact MW headword
एतादृश,6,noun,no exact MW headword
कर्षय्,6,part,no exact MW headword
कलय्,6,part,no exact MW headword
कलय्,6,verb,no exact MW headword
कल्पवृक्ष,6,noun,no exact MW headword
कुङ्कुम,6,noun,no exact MW headword
कृ3,6,part,no exact MW headword
गृणत्,6,noun,no exact MW headword
घोषय्,6,verb,no exact MW headword
चतुर्महाराजिक,6,noun,no exact MW headword
जनकसुता,6,noun,no exact MW headword
जनाधिप,6,noun,no exact MW headword
जिज्ञासा,6,noun,no exact MW headword
तापय्,6,part,no exact MW headword
त्रिलोक,6,noun,no exact MW headword
दाहय्,6,verb,no exact MW headword
दिधक्ष्,6,part,no exact MW headword
दुवस्य्,6,verb,no exact MW headword
द्योतय्,6,part,no exact MW headword
धनाध्यक्ष,6,noun,no exact MW headword
नप्तृ,6,noun,no exact MW headword
नमस्य्,6,verb,no exact MW headword
निःसारय्,6,part,no exact MW headword
निदर्शय्,6,part,no exact MW headword
निपातय्,6,part,no exact MW headword
निर्धू,6,part,no exact MW headword
पयोधि,6,noun,no exact MW headword
परितोषय्,6,part,no exact MW headword
परित्रा,6,part,no exact MW headword
परिदेवय्,6,part,no exact MW headword
परिनिर्वा,6,verb,no exact MW headword
परिवर्जय्,6,part,no exact MW headword
परिहापय्,6,verb,no exact MW headword
पिधा,6,indecl,no exact MW headword
पूजय्,6,indecl,no exact MW headword
पृथा,6,noun,no exact MW headword
प्रगम्,6,verb,no exact MW headword
प्रणद्,6,verb,no exact MW headword
प्रतिषेधय्,6,verb,no exact MW headword
प्रतिसंसर्ग,6,noun,no exact MW headword
प्रत्युत्था,6,indecl,no exact MW headword
प्रथय्,6,verb,no exact MW headword
प्रध्या,6,verb,no exact MW headword
प्ररूपय्,6,verb,no exact MW headword
प्रव्राजय्,6,part,no exact MW headword
प्रापय्,6,part,no exact MW headword
भास्वन्त्,6,noun,no exact MW headword
मान्दारव,6,noun,no exact MW headword
युयुत्स्,6,part,no exact MW headword
रक्षय्,6,verb,no exact MW headword
वर्जय्,6,indecl,no exact MW headword
वर्धय्,6,indecl,no exact MW headword
वादय्,6,part,no exact MW headword
वाहय्,6,verb,no exact MW headword
विक्रीड्,6,part,no exact MW headword
विज्ञापय्,6,indecl,no exact MW headword
विज्ञापय्,6,verb,no exact MW headword
वितृप्,6,part,no exact MW headword
वित्तवत्,6,noun,no exact MW headword
विधम्,6,part,no exact MW headword
विनिर्या,6,verb,no exact MW headword
विपण्य,6,noun,no exact MW headword
विलाप,6,noun,no exact MW headword
विवस्वन्त्,6,noun,no exact MW headword
विशेषय्,6,part,no exact MW headword
विशेषात्,6,indecl,no exact MW headword
व्याव्यध्,6,indecl,no exact MW headword
शा,6,verb,no exact MW headword
शापय्,6,part,no exact MW headword
शोषय्,6,part,no exact MW headword
षोडशन्,6,noun,no exact MW headword
संचिन्तय्,6,verb,no exact MW headword
संछादय्,6,part,no exact MW headword
संतृ,6,verb,no exact MW headword
संदर्शय्,6,indecl,no exact MW headword
संनिवेशय्,6,verb,no exact MW headword
संप्रकाशय्,6,verb,no exact MW headword
संप्रहर्षय्,6,part,no exact MW headword
संप्रहर्षय्,6,verb,no exact MW headword
संयोजय्,6,verb,no exact MW headword
संवर्धय्,6,verb,no exact MW headword
संस्थापय्,6,indecl,no exact MW headword
समभिद्रु,6,part,no exact MW headword
समर्थय्,6,part,no exact MW headword
समाक्रम्,6,indecl,no exact MW headword
समुत्थापय्,6,indecl,no exact MW headword
साक्षात्कृ,6,part,no exact MW headword
सादय्,6,part,no exact MW headword
सान्त्वय्,6,verb,no exact MW headword
सुभ्रू,6,noun,no exact MW headword
सूचय्,6,verb,no exact MW headword
सोदर्य,6,noun,no exact MW headword
स्थगय्,6,part,no exact MW headword
स्मारय्,6,verb,no exact MW headword
स्वर्गत,6,noun,no exact MW headword
हिङ्गुलुक,6,noun,no exact MW headword
ह्यस्,6,indecl,no exact MW headword
अकुर्वत्,5,noun,no exact MW headword
अकृतबुद्धित्व,5,noun,no exact MW headword
अक्लिष्ट,5,noun,no exact MW headword
अतिवेग,5,noun,no exact MW headword
अदृश्यमान,5,noun,no exact MW headword
अध्यापय्,5,part,no exact MW headword
अनपकर्मन्,5,noun,no exact MW headword
अनभिगमन,5,noun,no exact MW headword
अनिकेत,5,noun,no exact MW headword
अनुश्रावय्,5,verb,no exact MW headword
अन्तरीक्ष,5,noun,no exact MW headword
अपव्यय,5,noun,no exact MW headword
अपाङ्क्त्य,5,noun,no exact MW headword
अभिगुप्,5,part,no exact MW headword
अभिनादय्,5,part,no exact MW headword
